ObjectID,GlobalID,Found Date,Found_UUID,Linked_Incident_UUID,Linked_Team,Linked_Incident_Date,How Were the Subject(s) Found?,Specify Other for How Subject(s) Were Found,Subject Mobility and Responsiveness,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
1600,51558e0d-771e-4d2c-a46f-9074eda4cf6b,,,D3CC9E75-752A-45CD-8977-C75FB4E8FD91,,,GROUND_TEAM,,Mobile_and_Responsive,56af0b40-543a-4c03-a1b1-2f9f4ecb5b8b,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-107.29496,39.6496900000001
1601,ffcf0a38-f864-4175-a337-97063d09ca32,,,415C3F4C-7F34-4BD5-8994-2C8F5B7E88BB,,,GROUND_TEAM,,Mobile_and_Responsive,22b32d72-9230-4f0c-bb24-bd764ac5f1e9,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-107.25754,39.2911700000001
1602,2df0fec0-caaa-4b76-8224-7340f315c0ba,,,F8D0883D-84BC-470D-8CED-D561978AA5BF,,,GROUND_TEAM,,Mobile_and_Responsive,3e24d7d6-917b-4f66-9d45-efd1f4adf771,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-107.05721,40.0539000000001
1603,664c7acd-f8b1-4776-af60-dcd793fa16ad,,,84074706-7FB3-4FBD-8868-F867F6D01E82,,,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,730fcfeb-1d6c-459a-9c29-60b7d4005ba7,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-107.75665,39.7443500000001
1604,543a9de6-0bd4-4a1b-9c02-8accbcd076f8,,,B1A43F22-133E-4C4B-8AE8-B95018C73402,Rocky_Mtn_Rescue_Group,1/19/2019 10:49:00 PM,CELL_PHONE_TOWER,,Mobile_and_Responsive,52d8feb4-99b7-4cb6-aad5-43b7c63c5f98,11/13/2022 12:19:37 AM,MRA_Admin,5/22/2023 3:42:33 PM,MRA_Admin,-105.28719,39.99123
1605,8f99ac0a-a481-4261-884d-33f0064aaa95,,,489B455B-6F85-42D7-8F20-9CF02E7EE63D,Rocky_Mtn_Rescue_Group,2/1/2019 11:37:00 PM,"CELL_PHONE_TOWER,PASSERBY",,Mobile_and_Responsive,9af4748d-afe5-48ac-aa62-d9a22b2b2d50,11/13/2022 12:19:37 AM,MRA_Admin,5/22/2023 3:42:33 PM,MRA_Admin,-105.29277,39.99749
1606,84db24ef-233d-49ee-bdec-54e0a0470124,,,5ECF4D59-F065-4121-8D74-C4277C578662,,,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,4ffb2b2d-d00b-474c-b5dd-74c63595154f,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.47061,33.82771
1607,b8e610b5-a0ba-4887-a0df-a47efa42ac4e,,,938B6C10-7B80-4B25-8826-46ED66CD2E6A,,,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,1cb212b3-1580-4d05-b9ab-870a4a7bce13,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.35124,33.70671
1608,33660e4e-911e-4831-98eb-c704432e2741,,,4E85786E-1770-41FF-8EED-672EC3C6E034,,,GROUND_TEAM,,Immobile_and_Unresponsive,41feed47-4fb2-4757-a837-f29e8d8e2e60,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-112.13984,33.9183600000001
1609,461280af-4c96-4efb-a7bf-1352dbd598eb,,,6E37377C-0049-40E9-8BAB-520BCA05AD43,,,OTHER,returned home,Mobile_and_Responsive,2a99346e-3893-4673-a331-3762f15738a4,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.92253,33.8249900000001
1610,13013570-598a-4d11-a37b-5bede605fbcc,,,79CD69CF-0DE8-49EF-8BD1-48A6459EAB10,,,GROUND_TEAM,,Mobile_and_Responsive,35bc275d-97fc-4a28-bb18-7b5d0df7b8c5,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-117.63372,34.2718600000001
1611,555b61e1-6b9e-4b1f-a00f-acf1410af85f,,,85958DDD-D2F5-409F-8F9B-47F12A69DEAE,,,"CONFINEMENT,PATROL",,Mobile_and_Responsive,71ada86a-4668-44da-b4c0-8e6031fed86a,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.7077,35.33
1612,dec7a12b-5bd3-429c-8efb-da0d6b601efb,,,CA006875-B00A-4E3C-8F94-07AB02F4783A,,,"CONFINEMENT,INVESTIGATIVE",,Mobile_and_Responsive,fe259c4c-650d-491f-9359-172f027f8478,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.7055,35.2929
1613,9ec89767-90b7-4047-b68b-ec2fe16726b6,,,96541DC4-DAF8-4C98-8483-165080D5A87D,,,CELL_PHONE_TOWER,,Immobile_and_Responsive,0617aba1-da75-4b63-ac38-6d214c1eb7d1,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-112.54818,33.59858
1614,0d9f951b-259f-4502-9f1c-845263b9bb72,,,E69DBE35-4825-4AAD-82D7-6EB82A3CFD21,,,GROUND_TEAM,,Mobile_and_Responsive,1b2f4bb1-8fae-4e32-950e-19810ef546c1,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.706,35.3048000000001
1615,2210d3fd-6862-4251-8a66-a12f2af5c597,,,B39C5D8A-1CCE-4452-83C6-C0F90F858381,,,"INVESTIGATIVE,PATROL",,Mobile_and_Responsive,8e73a2d6-3986-43d7-ac74-3c85f7420d53,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-112.31847,33.92938
1616,2f68a8c5-8ba6-4c38-8f31-d5892a729ac4,,,2B03A89C-8A88-4B15-8130-956009618B65,,,FAMILY/FRIENDS,,Mobile_and_Responsive,2a1634bc-ff13-4565-8e04-c613c1e021f6,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-89.38416,43.07469
1617,eca896a3-18ea-418e-b489-34f3060bf34c,,,9DAF828A-6FF2-43B9-8E6D-5AF8388185B2,,,"BOAT,FAMILY/FRIENDS",,Mobile_and_Responsive,170b2b8f-17f0-4817-88c6-84d8421df2ab,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-134.60076,58.2367600000001
1618,34c4ac98-56bb-4ae3-b511-3f24996bece5,,,C23FA31A-9ABA-4B52-8064-5B71EE9DB328,,,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,12cabc26-f717-4ed4-8415-cbaae02d5719,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-136.30379,58.26669
1619,a3c63284-3437-4936-98ca-d45941d5dbea,,,9AAFA1CE-F0B2-4780-8F2E-82BABF9B79B5,,,GROUND_TEAM,,Immobile_and_Responsive,61f22a20-790a-486e-8f1c-914705591a65,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-121.49857,43.89842
1620,6d237ac9-27f6-4cf4-97cc-791f8f1ca5ec,,,E4F05466-AE4E-45E2-89DF-D224DD76263E,,,OTHER,snowmobile team,Mobile_and_Responsive,6e65b1e3-344a-4637-ab95-79a76f159bb4,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-105.92661,40.29803
1621,51fa2689-7e12-4211-843b-b73a91bce498,,,1BF43863-F746-4A08-8E66-652598E2B20A,,,PASSERBY,,Mobile_and_Responsive,58a146f0-ee4f-4353-b25e-9d51cd8d1c9e,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-105.99109,40.2506700000001
1622,240fdbd2-94e5-4a0d-8f21-a6607e1ddb9f,,,DF909E08-AE11-425F-8AE9-BFB78DA9DFF5,,,"GROUND_TEAM,OHV_TEAM",,Mobile_and_Responsive,2719c23d-d537-46fa-895f-75a9da4feee0,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-105.72942,40.0705300000001
1623,bf07a76f-8673-488e-ba54-d9d88015a2f0,,,1F063A0B-6044-42D5-8A92-527F718DBDD7,,,CONVERGENT_VOLUNTEER,,Mobile_and_Responsive,95ee0d7d-5b45-4cee-965c-cc3776a6a3ad,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-106.06928,40.26361
1624,c7c371fb-1f35-4f71-9f7e-fb0f13bd4851,,,EB293987-82DD-4A28-888B-BBAD1C05F2E4,,,PATROL,,Immobile_and_Unresponsive,4f87e289-33bc-4453-9ca5-f45216d1ad7c,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-105.80178,39.9458300000001
1625,b042442a-3604-42cd-8f33-7e8c1873b23a,,,91C9AB9C-2737-46B4-8887-FD1C39994A4C,,,OTHER,Cell contact then picked up by VMR snowmobilers,Mobile_and_Responsive,a1f36c32-a11d-491b-a124-3e98e7cdcd0d,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-106.60221,39.72135
1626,5a899f6b-5729-4a50-ae5f-18405c3a08bc,,,2417A7EB-31B9-4457-8109-43C9A1F6F0C2,,,GROUND_TEAM,,Immobile_and_Unresponsive,b1c7911d-04ba-42bc-903b-b3ee6ca3a2b5,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.3068,34.8187
1627,b54b5ad9-b5b4-46da-800a-2f4f80c23ddc,,,2417A7EB-31B9-4457-8109-43C9A1F6F0C2,,,"INVESTIGATIVE,OTHER",TRACKED VEHICLES,Mobile_and_Responsive,b1c7911d-04ba-42bc-903b-b3ee6ca3a2b5,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.3669,34.8343
1628,eb7752ea-9d70-40ac-8de2-d2d3e54005ed,,,0FC586A3-25F8-404D-8A22-8C807E694A63,,,GROUND_TEAM,,Mobile_and_Responsive,1aad294c-195e-4813-9015-5685a1eed576,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.7026,35.3122000000001
1629,8ec4ec80-0c24-4eaa-a3a0-b612c7dc41a4,,,4907610c-a885-4f75-848b-85f9f5b8804c,Ventura_County_Sheriff_SAR,,,,,602aa5a3-acf6-475d-bb2c-6795b4dd3997,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,5.6843418860808E-14,5.6843418860808E-14
1630,2482b3e2-47fb-477b-8b67-920c34fe6080,,,84fe7c84-686a-4807-bb02-94f4a5854061,Atalaya_SAR,4/19/2020 7:01:00 AM,GROUND_TEAM,,Mobile_and_Responsive,53a9e365-e96d-4414-bd7b-ed114926673e,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-105.852,35.6129
1631,5d4b7719-165d-4746-b664-e8163cda612d,,,F4D5CBE9-47BA-40CE-9BE2-EDA49EC7F791,Sierra_Madre_SAR,,"Chantry Flat, Los Angeles County, CA (Mount Wilson USGS 7.5 quad)",,,730ac05d-1672-4efa-b9ae-3dbf3746dca0,11/13/2022 12:19:37 AM,MRA_Admin,5/22/2023 3:32:48 PM,MRA_Admin,-118.017141,34.191067
