objectid,GlobalID,How Were the Subject(s) Found?,Specify Other for How Subject(s) Were Found,Subject Mobility and Responsiveness,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Linked_Incident_UUID,Linked_Team,Linked_Incident_Date,Found_Date,Found_UUID,x,y
3274,c7cb21a7-e6f9-4864-9156-256e6249b851,GROUND_TEAM,,Immobile_and_Unresponsive,4811468b-3a4a-437d-a55d-e8b4a286cdeb,,,,,{4ad34242-376a-4df0-9167-f9022e09c6b4},Contra_Costa_Co_Sheriffs_SAR,6/12/2018 11:00:00 PM,,,-123.48301999986,39.6891199997891
3275,3d511fb5-3e21-4bdb-98a1-12638814271b,PASSERBY,,Mobile_and_Responsive,41ee15cf-afcc-498e-a18c-3e9cc275ae10,,,,,{4cea16ee-e077-4745-afce-25f037d79b51},Contra_Costa_Co_Sheriffs_SAR,6/15/2018 8:30:00 PM,,,-121.888139999648,37.7489000003298
3276,2ef88b19-08ee-400d-9e4e-12e0531e5b03,"ATTRACTION,CELL_PHONE_TOWER,GROUND_TEAM",,Mobile_and_Responsive,93fd5823-b256-419d-906d-0f95df4fce81,,,,,{2d67821e-08e3-4953-bad2-6e9b1868c438},Tehachapi_Mtns_SAR,5/28/2018 4:53:00 AM,,,-118.485179999557,35.0539000003138
3277,deac42b6-8be5-4ea2-8d54-82a41c481ab4,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,a79e391a-fe47-4181-9049-0152e584688a,,,,,{5a0c5138-7c3b-40f4-a2fe-a47a3bbd0870},Contra_Costa_Co_Sheriffs_SAR,6/22/2018 11:00:00 PM,,,-119.699429999595,37.2924499999641
3278,116b2202-d3c5-4183-b2ba-8a3b872a7d74,GROUND_TEAM,,Immobile_and_Responsive,8580eb25-672d-45df-adfa-fe6b8a88507b,,,,,{f3522d50-3982-4345-b862-e62d7ac7088b},Mono_County_Sheriff_SAR,7/29/2018 8:10:00 PM,,,-119.322180826061,37.9711411010495
3279,4d59a40a-19be-44ff-9b55-6151a874b8d4,OTHER,Citizens in the area,Mobile_and_Responsive,3c75b61c-13c2-4fb4-861d-4916005efe8b,,,,,{42ac3367-a875-43c7-8534-29d30701f492},Mono_County_Sheriff_SAR,7/29/2018 5:28:00 PM,,,-119.006085169772,37.688299852013
3280,550e7c20-3f38-4551-b683-a3a8d99d33d8,,,,ef4d1d15-c3b8-4394-95ac-e14c87b443d6,,,,,{e51ffd2d-ecca-480d-9968-e68a75b164f7},Mono_County_Sheriff_SAR,7/26/2018 10:51:00 PM,,,-119.228209163727,38.2570644193197
3281,bb597aea-45e2-4e4a-b28b-6090c877e065,,,,ae13caf4-b66c-4dc9-a2c0-5cfe3a194ade,,,,,{c6782b50-a5b9-4f92-ba3a-838ae63a8319},Mono_County_Sheriff_SAR,7/20/2018 6:14:00 PM,,,-119.22820447003,38.2570849956488
3282,d3fee21f-24e9-4e15-8d23-1c43918b8932,OTHER,Citizen OHVers in the area,Mobile_and_Responsive,3c75b61c-13c2-4fb4-861d-4916005efe8b,,,,,{42ac3367-a875-43c7-8534-29d30701f492},Mono_County_Sheriff_SAR,7/29/2018 5:28:00 PM,,,-119.006014531648,37.6889558587469
3283,d5fa7efa-44d9-46d2-8639-773e82cf650a,PATROL,,Mobile_and_Responsive,6b5c740a-86f5-4088-b2f8-76c763c65cbf,,,,,{b152fa53-37b3-46e3-83ec-42e70c050734},Mono_County_Sheriff_SAR,7/18/2018 10:42:00 PM,,,-118.713278980418,37.5117650587049
3284,42fe0c67-7618-42dc-a183-b1c231765d79,,,,fec384ad-3417-4217-9dd4-4a1033dcf4a3,,,,,{94db9f4a-d403-4543-9c04-eb58a4b4600c},Mono_County_Sheriff_SAR,7/3/2018 7:57:00 PM,,,-119.228222827102,38.2570844101723
3285,6a62dc1b-03b1-4434-a6b1-45bd8b32ff29,GROUND_TEAM,,Mobile_and_Responsive,01426c14-4461-483d-a220-eaaa2138d818,,,,,{b70b9bbf-8ea9-4669-90d8-b1afe069e6e9},Mono_County_Sheriff_SAR,7/2/2018 3:10:00 AM,,,-119.267157054785,37.956119710972
3286,32144f5a-228c-4727-a2ba-bbf5d70b67ac,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,182f1387-139c-4385-bc99-83208861e28f,,,,,{8f8f347a-6f96-4879-93f8-bdddd1efa5f2},Mono_County_Sheriff_SAR,7/1/2018 7:30:00 PM,,,-119.377199496703,38.1013668433172
3287,4c0d65e8-5a94-435f-8991-32565b6c1179,GROUND_TEAM,,Mobile_and_Responsive,81e01774-573b-4d19-8e0e-a655b7d041b8,,,,,{a0bdce28-7578-45ca-80b9-04b7295b003d},Mono_County_Sheriff_SAR,6/28/2018 7:44:00 PM,,,-119.314919999639,38.09084000033
3288,df251ac9-35c6-4812-a8b5-72ec7aead9c6,GROUND_TEAM,,Mobile_and_Responsive,2664dbb8-79be-48ba-b3fa-093ae203dd1e,,,,,{75710b77-cd7b-45e6-b715-a4443510d340},Mono_County_Sheriff_SAR,5/31/2018 3:52:00 AM,,,-119.049700000072,37.6019100000446
3289,34b9a8bf-1d84-426c-8e08-b2e9d65902e1,GROUND_TEAM,,Mobile_and_Responsive,a38e8d9b-8be6-4a66-a333-4935839ca3a9,,,,,{0d3360f8-81e6-4770-b805-31efcc739ae0},Mono_County_Sheriff_SAR,8/4/2018 9:51:00 PM,,,-119.159320000245,37.8724799997876
3290,bd203225-6222-4097-9396-06f2ef93b70d,PATROL,,Mobile_and_Responsive,bc948cca-540b-4485-8c55-74ebb9278287,,,,,{c5b511fb-cb77-4a86-a30a-5c937d5deed5},Mono_County_Sheriff_SAR,8/7/2018 5:51:00 AM,,,-119.637249999932,38.3278699998824
3291,bdb8dc79-f046-4f68-bab7-50c61b3dea08,AIRCRAFT-HELICOPTER,,Immobile_and_Responsive,e685818f-7c02-42b8-ac73-00adb7f33c34,,,,,{8b89deb3-acd6-47aa-941b-f03b50322d82},Mono_County_Sheriff_SAR,5/12/2018 9:29:00 PM,,,-119.378900000349,38.106370000204
3292,886142c7-3291-45bf-a20d-83da58fc162d,PATROL,,Mobile_and_Responsive,2043f4db-736d-4649-8611-339eb9231962,,,,,{d9b8df36-09eb-4531-a7ca-5388ccebe6c6},Mono_County_Sheriff_SAR,4/3/2018 6:36:00 PM,,,-119.699429999595,37.2924499999641
3293,e4242f19-93bc-4f15-8387-336e052712b4,GROUND_TEAM,,Mobile_and_Responsive,2b505913-e372-4d21-9d96-c3c5a795906f,,,,,{844a1c62-4e6d-4bf6-8643-dceb766b6d43},Mono_County_Sheriff_SAR,3/4/2018 1:18:00 AM,,,-118.999620000062,37.6276499999477
3294,350e6e0a-a421-41ee-9689-9d3135e12de1,OTHER,Post Pile Rangers,Mobile_and_Responsive,02370b0f-510b-4e17-b750-dfaefa81ed7a,,,,,{176e761b-bb8b-4009-b78b-418ae27af1cd},Mono_County_Sheriff_SAR,8/19/2018 12:11:00 AM,,,-119.043169999846,37.6519700001174
3295,48d4f498-55c7-4bcd-9bcf-9a800a835f2a,GROUND_TEAM,,"Mobile_and_Responsive,Immobile_and_Responsive",f0909f60-f02c-4b40-b380-39d281b2d420,,,,,{694c3639-eb28-4941-b489-b7d25227fe00},Mono_County_Sheriff_SAR,8/18/2018 8:27:00 PM,,,-119.112780000259,37.7563199999743
3296,1d2db732-0e4d-46f8-97b0-a600da4aaaf9,SELF-RESCUED,,Mobile_and_Responsive,a1b2072d-8dea-4ef6-80c8-51cc5fb66d64,,,,,{6ccd0f6e-b7e1-4148-8f89-3a6dc2f508ea},Mono_County_Sheriff_SAR,8/21/2018 6:58:00 PM,,,-118.935230000172,37.6828500003187
3297,98e99e3b-be55-461d-a0a7-827debbee276,FAMILY/FRIENDS,,Mobile_and_Responsive,2b355e9d-8730-4984-8bfc-faaba139302b,,,,,{eb2913e8-5f7e-4d3e-9584-a5a7d9b37591},Contra_Costa_Co_Sheriffs_SAR,8/24/2018 6:00:00 AM,,,-119.699429999595,37.2924499999641
3298,84226c26-b8e0-42e4-aa27-d2ca9ff7dc55,INVESTIGATIVE,,Mobile_and_Responsive,76abcbf6-6b2e-4f93-a2f2-d911308f1c1d,,,,,{b3e5812a-24c4-44bd-a2f4-29ce6679be7e},Contra_Costa_Co_Sheriffs_SAR,8/16/2018 1:00:00 PM,,,-121.68458000006,37.9545299999128
3299,5b6d1b2e-f4ac-4df4-b4a1-c238d447ac12,GROUND_TEAM,,Mobile_and_Responsive,e039a135-5245-4a8c-8a36-ec4e874fd99c,,,,,{855cc4c1-2726-43dc-b7d9-d00b0e57f18d},Marin_County_Sherrif_SAR,1/13/2018 2:30:00 PM,,,-123.115100000333,39.1525799997876
3300,8918bb10-37d1-409c-9b88-26fa5556a555,AIRCRAFT-HELICOPTER,,Immobile_and_Responsive,ff295cee-0d71-4abd-8fba-d4e7868301ca,,,,,{ecacf328-ee8e-4692-b3e5-df1e9b074af7},Marin_County_Sherrif_SAR,2/21/2018 2:30:00 AM,,,-119.459360000087,37.5802999998452
3301,d5b43ace-7da1-4fff-b984-7c054ebf6bc5,ATTRACTION,,Mobile_and_Responsive,275fe9d2-5d1b-4118-838f-578401e7025c,,,,,{4f3db6df-5ff4-4de4-9fc8-4b8420832d9d},Marin_County_Sherrif_SAR,4/16/2018 2:35:00 AM,,,-122.611170000292,37.9862600001458
3302,79db8d45-afe2-4675-99fa-55bfbac50767,GROUND_TEAM,,Immobile_and_Unresponsive,b0388aae-6594-4249-8967-657d18bab310,,,,,{78d7980c-53e6-435d-a84c-8bee5c0d21c0},Marin_County_Sherrif_SAR,7/6/2018 1:46:00 AM,,,-121.796039999666,37.180189999977
3303,fed830c9-07d4-4ee8-902d-9c85f329b52b,PATROL,,Mobile_and_Responsive,5658312a-16f2-43b1-86b2-40c1f316ddcd,,,,,{16f5acb8-3292-4773-9319-01bef2c6b633},Marin_County_Sherrif_SAR,8/29/2018 3:11:00 AM,,,-122.570500000207,37.8919500000901
3304,a3827c9f-6f59-4856-bbe9-e8ecd99c6bb1,,,,28ce64a4-c52e-4939-ae97-c60dabcdc675,,,,,{80ee642c-6db5-45ee-a51d-4f6279faec5d},Mono_County_Sheriff_SAR,8/6/2018 9:52:00 AM,,,-119.228228737119,38.2570741022573
3305,c62e2724-106d-4aa7-b8f0-f04dc265f7aa,GROUND_TEAM,,Mobile_and_Responsive,c5372f80-3fdb-404b-8437-704e4668b548,,,,,{5ff01490-5037-4632-b110-4362c532497c},Ventura_County_Sheriff_SAR,9/17/2018 2:00:00 AM,,,-119.056570000056,34.4492000002701
3306,6915c89e-0a13-448c-8625-6c83b14fba03,GROUND_TEAM,,Immobile_and_Unresponsive,c0a445d5-6893-40da-835d-3c05eaec5cff,,,,,{a357e67e-55d1-4c89-a1a1-d30b23dc07d7},Orange_Co_Sheriff_Dept_SAR,1/6/2018 7:30:00 PM,,,-117.679990000382,33.6330900000655
3307,09fa750c-ff04-4662-9404-4d4d00bfeade,FAMILY/FRIENDS,,Immobile_and_Unresponsive,22367553-7ffa-436d-8017-11e2ebf12810,,,,,{7248de51-c650-411e-b393-c1cd27b69b55},Orange_Co_Sheriff_Dept_SAR,1/22/2018 6:30:00 PM,,,-117.717070000214,33.6276599999636
3308,5021d469-3637-4d72-8913-5dd34a9a3fb1,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,317a40ca-65c7-4880-ac7a-129e717c15ef,,,,,{22fd70cb-9208-40a6-9014-e12dc6513be3},West_Valley_SAR,6/2/2018 7:32:00 PM,,,-117.638310000168,34.2871700001255
3309,c63128e1-9514-4fc5-9348-5f917dd3ddc0,GROUND_TEAM,,Mobile_and_Responsive,f0ab57d1-5195-4204-8f9c-f3bd748e6eb5,,,,,{2b93b008-65da-43bd-bca3-8f5cc574e27f},Orange_Co_Sheriff_Dept_SAR,5/26/2018 12:30:00 AM,,,-119.699429999595,37.2924499999641
3310,baddc074-d136-4dce-aa8a-2077d520d8c4,GROUND_TEAM,,Mobile_and_Responsive,205e3a91-ec56-4afa-8344-e8bec59f9775,,,,,{52675484-96e1-442a-97b9-23e5a91fc3d9},Orange_Co_Sheriff_Dept_SAR,6/10/2018 3:00:00 PM,,,-117.690340000115,33.6017599996544
3311,e6518c17-875d-4798-aaf8-0da9f6059841,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,676c20c1-1451-468d-812b-5782dacdc4e8,,,,,{9ac47ebb-acbc-4006-8872-9a26279dd6df},San_Bernardino_Mtn_SAR,7/6/2018 10:56:00 PM,,,-117.090230000294,34.2749799999528
3312,396f60c6-807a-42a8-a094-92ed15f250c9,PASSERBY,,Mobile_and_Responsive,278f934f-cad0-4d39-8dbe-5161c1e412ad,,,,,{f2a8d4d8-55e4-44d7-8d80-5167c7b528e6},Orange_Co_Sheriff_Dept_SAR,10/11/2018 3:30:00 PM,,,-117.781530000425,33.5453800003191
3313,5f9de2bc-da96-4ac5-afe0-421fa188bc6c,PASSERBY,,Mobile_and_Responsive,7492a867-a002-4fac-80bb-1a088832d1f1,,,,,{b6fc30d7-7971-4536-98ff-cd42d29bf86b},Orange_Co_Sheriff_Dept_SAR,10/29/2018 8:45:00 PM,,,-117.625330000083,33.6745499996968
3314,e74c3215-10ce-4304-9c48-07a0b8069c26,PASSERBY,,Mobile_and_Responsive,01c7594d-aff1-4a34-8109-7a3eba18b949,,,,,{02aac353-4455-4601-83ad-81d729e6735e},Orange_Co_Sheriff_Dept_SAR,11/13/2018 4:30:00 AM,,,-117.963799999645,33.6907700003731
3315,e4e623b2-a6e1-4181-b9db-b6424e27197b,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,2034a7db-ac2d-406f-9ce2-ecda73cee820,,,,,{20de6845-61a8-4a1e-8c41-562b9bf846fc},West_Valley_SAR,7/2/2018 1:17:00 AM,,,-117.642899999605,34.288209999953
3316,52a9480d-674a-466f-8328-3e92537186ba,PATROL,,Mobile_and_Responsive,287c6985-00a7-4517-806e-ddb1d35e7447,,,,,{b0357fc1-7fb0-4129-aa17-c212ac7f11d0},Contra_Costa_Co_Sheriffs_SAR,9/1/2018 8:00:00 PM,,,-119.699429999595,37.2924499999641
3317,833f491c-8c76-4ac5-857f-0dcd4ddd74d6,PATROL,,Mobile_and_Responsive,badb95ae-44df-4f26-8e72-166013a9b932,,,,,{e007fa4c-b4a7-414c-847c-6bbffd93ec01},Contra_Costa_Co_Sheriffs_SAR,8/30/2018 4:15:00 PM,,,-121.692729999611,37.9346099999172
3318,46c82fdd-d3b2-4b4f-a585-60ba468130a3,SELF-RESCUED,,Mobile_and_Responsive,845630ae-a217-4e57-b1cd-1cc3accb4f18,,,,,{5aa23825-f942-4d4a-bb33-875b2192ab3d},West_Valley_SAR,10/2/2018 3:17:00 PM,,,-117.594609999698,34.2390900001712
3319,12f45600-60db-4d33-bd3e-79fd9ce83402,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,845630ae-a217-4e57-b1cd-1cc3accb4f18,,,,,{5aa23825-f942-4d4a-bb33-875b2192ab3d},West_Valley_SAR,10/2/2018 3:17:00 PM,,,-117.593930000181,34.2387200003036
3320,26371f25-bda4-4bc7-8444-cfb5c54d2c95,GROUND_TEAM,,Mobile_and_Responsive,65b6a666-acb0-4514-8694-b536cf2278a2,,,,,{f4ba055d-6a11-4d78-a555-8bc662702318},Riverside_Mtn_Rescue_Unit,1/5/2019 6:45:00 AM,,,-116.679570000197,33.8131299998342
3321,20ac7ff8-eb8a-4f75-b640-6688a3b05beb,"AIRCRAFT-HELICOPTER,GROUND_TEAM",,Immobile_and_Unresponsive,d2eb3366-f68b-4883-88ee-0638432716db,,,,,{217857f1-7d64-4702-b0c9-7f9354e6abd3},Riverside_Mtn_Rescue_Unit,2/6/2019 6:15:00 AM,,,-116.599909999627,34.0177600000811
3322,d8289a60-a70c-4f64-b8c7-66d8c534b3a0,GROUND_TEAM,,Immobile_and_Unresponsive,3884989f-5558-4001-8c6b-f1ffb194cce9,,,,,{306c6929-3b66-4020-9663-251d1260ede0},Riverside_Mtn_Rescue_Unit,2/19/2019 4:00:00 PM,,,-116.717670000204,33.7391399997935
3323,9cdcf995-88ff-4124-9969-24091665022c,PATROL,,Mobile_and_Responsive,2de37ac1-c507-434d-85ba-083a39174413,,,,,{449cd614-1688-4deb-a249-a6040c5287ae},Mono_County_Sheriff_SAR,1/14/2019 12:30:00 AM,,,-119.054990000015,37.6396500002312
3324,3b165f41-38e1-4d18-a7ae-1b3d6533c2eb,GROUND_TEAM,,Mobile_and_Responsive,8333593b-ce2d-46e5-80f1-3f3ca805ed37,,,,,{6177c4cf-199b-4e96-b9f5-93401324f8c4},Riverside_Mtn_Rescue_Unit,3/12/2019 6:30:00 AM,,,-117.432340000336,33.9930600003231
3325,043030e9-ed69-4228-bb4d-a594b00f1cca,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,6a8f9e69-1260-4216-8787-238b86f65afd,,,,,{b714725d-c6a8-4dd1-9b14-aef7764bb5c9},Riverside_Mtn_Rescue_Unit,3/17/2019 3:00:00 PM,,,-116.658219999554,33.7784000002427
3326,320eeeb7-529c-4a8d-a914-de3fc7ee6312,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,dc095aa6-857e-4fb5-83af-25559ce1c9d4,,,,,{c8fb3e03-5a9c-46bc-a95f-74b545ee0330},Ventura_County_Sheriff_SAR,4/1/2019 2:00:00 PM,,,-119.107539999645,34.5614499998694
3327,507fa44e-efd8-4208-bf06-b30ccfcb4374,GROUND_TEAM,,Immobile_and_Unresponsive,8c894e91-9e94-4d9c-897f-cdd677aa81df,,,,,{10687b01-f3a5-4833-bf6f-d1a66b3a432e},San_Diego_Mtn_Rescue_Team,1/27/2019 1:21:00 AM,,,-116.82721000001,32.8970400000209
3328,8f981b70-dcc9-4846-b7fa-022d3b6e2b51,GROUND_TEAM,,Immobile_and_Unresponsive,9b0025a4-72c3-4f06-8cc0-b86a7f7551a2,,,,,{5ca8328a-3bab-4730-9111-554fe1269d0e},San_Diego_Mtn_Rescue_Team,2/21/2019 4:09:00 AM,,,-116.714530000213,33.7433099997046
3329,bcda1b96-bcb2-4fbd-ab75-35c220fe6c6c,"GROUND_TEAM,OTHER",SPOT Device Activation,Mobile_and_Responsive,e501d9be-3846-457e-8e19-1fa6022d5a68,,,,,{56a1d58f-aa89-4e95-8255-4b09e8b5b961},San_Diego_Mtn_Rescue_Team,3/3/2019 7:00:00 PM,,,-119.699429999595,37.2924499999641
3330,1819d83b-cfa7-41d5-a25e-3eaf1d827fde,"GROUND_TEAM,OTHER",SPOT Device Activation,Mobile_and_Responsive,e501d9be-3846-457e-8e19-1fa6022d5a68,,,,,{56a1d58f-aa89-4e95-8255-4b09e8b5b961},San_Diego_Mtn_Rescue_Team,3/3/2019 7:00:00 PM,,,-119.699429999595,37.2924499999641
3331,f2b9915b-5f1b-49ca-9061-d2a97ec04671,PASSERBY,,Mobile_and_Responsive,6d17dcd2-ef73-4618-8d6a-2dbe8acb7c71,,,,,{ce3bc888-2169-4f1f-90ba-0b31e86e212a},San_Diego_Mtn_Rescue_Team,3/20/2019 4:08:00 AM,,,-119.699429999595,37.2924499999641
3332,5bf4cd81-061d-44d1-bd44-5b36632c64cd,SELF-RESCUED,,Mobile_and_Responsive,4a971926-5860-422a-8388-a3573e8df373,,,,,{ee2862a0-0442-43c4-a8dd-e27566cc6fea},Placer_Co_Mtn_Rescue,1/31/2019 6:00:00 PM,,,-120.790670000195,39.5604099999911
3333,8a3df6aa-ae7a-4487-bac6-aec28bc9fb77,GROUND_TEAM,wrong location,Immobile_and_Responsive,7c8aa6a9-73dd-4e38-879f-48a4472ed75c,,,,,{7384f5b7-545f-4643-ab2c-e104126a7656},Placer_Co_Mtn_Rescue,2/13/2019 2:44:00 PM,,,-121.387903749884,38.8101948347004
3334,71020d27-afce-4eb3-9dee-2dce23c06b72,K9-TRACKING/TRAILING,,Immobile_and_Responsive,3ace1e2e-25b3-4191-82a0-bd5114e35576,,,,,{71d4bc6a-4991-4a28-baca-30435a0e2f1a},Placer_Co_Mtn_Rescue,2/26/2019 1:30:00 PM,,,-121.339790000335,39.3096299997517
3335,683c0e93-768f-4e81-9219-769f5019ee6f,OTHER,snowmobile team,Immobile_and_Unresponsive,60e4557f-52f3-4a22-8812-ac46d0db21a3,,,,,{1c14cd0c-0661-473a-b91f-4a73df284b81},Placer_Co_Mtn_Rescue,3/7/2019 7:00:00 AM,,,-120.096490000364,39.2112899997392
3336,96a0550f-c9da-4f0f-8275-91f7b2b75d74,GROUND_TEAM,,Mobile_and_Responsive,69ec2d35-b95f-43ce-8452-d3ff9fae9eda,,,,,{ddb6bf51-d1fd-4431-bb54-e8a2291feeb0},Riverside_Mtn_Rescue_Unit,3/13/2019 11:30:00 PM,,,-116.706520000404,33.8207500000941
3337,93605066-c2eb-47f8-a79b-3f501b1c320e,GROUND_TEAM,,Mobile_and_Responsive,21940cd0-a99e-4934-8de6-951548ad91e8,,,,,{7785dfcb-1565-498a-ace2-9e2056915b08},Riverside_Mtn_Rescue_Unit,3/24/2019 5:15:00 AM,,,-116.706789999843,33.813780000372
3338,40e95121-aefc-4fdb-9540-e5c36cbf89f2,GROUND_TEAM,,Immobile_and_Unresponsive,b5fb1e1b-7253-41f6-8db1-5cbd1f5f7923,,,,,{bae39855-5fd6-44c7-8ca8-d8d88bc3575a},Riverside_Mtn_Rescue_Unit,4/4/2019 2:30:00 PM,,,-116.703979999565,33.7467999998838
3339,2df6979f-23b1-40dd-a626-9d68836123fc,TRACKING_TEAM,,Mobile_and_Responsive,6e829570-906e-4ac7-87ec-b652c603b303,,,,,{d6a6678f-e7b0-499e-95e8-f4e25bbad250},Riverside_Mtn_Rescue_Unit,4/7/2019 12:15:00 AM,,,-117.639369999627,34.283990000325
3340,46f72577-3e48-427f-b89b-d525a3dbd12c,GROUND_TEAM,,Mobile_and_Responsive,6c3119a0-d96a-4f3f-8649-854671009b7c,,,,,{bb95a799-e4a3-4251-acb4-5f568f243d0a},Riverside_Mtn_Rescue_Unit,4/30/2019 2:00:00 PM,,,-117.366110000114,33.5462100000455
3341,cff475c0-dbca-49c1-808d-9b297fcaf3de,SELF-RESCUED,,Mobile_and_Responsive,44a75cf8-48c8-45a5-8d8a-9c637bfc3c1d,,,,,{7f5f40d3-165c-42bd-8d1a-217abe1e07fc},Riverside_Mtn_Rescue_Unit,5/1/2019 9:30:00 PM,,,-116.446850000173,33.5819299999806
3342,e3b53020-702e-41cf-b550-914e88ba6ee3,GROUND_TEAM,,Mobile_and_Responsive,a9080153-25e6-47c3-87fb-b336a2d65321,,,,,{7c33d850-4b1d-4257-b8c7-3f15ed4555f4},Riverside_Mtn_Rescue_Unit,5/2/2019 3:30:00 AM,,,-116.622359999912,33.7014800000534
3343,70bc4721-91ae-42fc-97b3-3cef844fa88a,GROUND_TEAM,,Mobile_and_Responsive,199ad449-9013-4aac-8de0-fb08f61f60d7,,,,,{0e5c8dfc-7248-4407-a10e-9d15fced9a13},Riverside_Mtn_Rescue_Unit,5/2/2019 6:45:00 AM,,,-116.717579999792,33.7409099996461
3344,b4c13903-dd4f-4ab0-95af-b004a5eebd21,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,e58f148b-c955-4520-8bb0-cdaeb47dfb0d,,,,,{e9a5db4b-2c71-445a-ae66-9766ff046d6e},Monterey_County,5/15/2019 2:00:00 AM,,,-121.488289999591,36.0301899997804
3345,13629c50-bb6a-4e43-b4ca-a2d44c40bf89,GROUND_TEAM,,Mobile_and_Responsive,2013f19c-6288-40f1-8878-01f5895d9ca7,,,,,{1c7dcec8-924e-44c5-9398-93981c8240eb},Ventura_County_Sheriff_SAR,6/10/2019 4:30:00 AM,,,-119.066349999877,34.4299500002239
3346,e9a25925-24a6-4025-a68a-7b1bc68d6794,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,91b40356-70f7-402a-8684-9b4f37f2dc03,,,,,{aa134a6a-d4ef-420d-b2f8-041a672bfa23},Ventura_County_Sheriff_SAR,6/17/2019 4:00:00 AM,,,-118.574199999822,34.4231999998958
3347,a1e56c8b-0d46-46b6-8cc1-5cf66dee3c84,PATROL,,Immobile_and_Unresponsive,dd556161-4813-4ffe-8f79-163497c842a1,,,,,{b062c71b-9acf-4a75-b4cc-3380881554ef},Ventura_County_Sheriff_SAR,6/17/2019 9:30:00 AM,,,-119.320399999553,34.283990000325
3348,25e776da-8b1f-4b64-bb1d-1f52ff072f39,GROUND_TEAM,,Mobile_and_Responsive,f0dbc04d-661d-4c0e-860d-f1214d78f45a,,,,,{25a364cb-b287-4216-990e-d1bb50373d91},Monterey_County,2/18/2019 12:00:00 PM,,,-119.699429999595,37.2924499999641
3349,a246487e-aa06-4854-8d9a-fdec8bb4841d,SELF-RESCUED,,Mobile_and_Responsive,20f59291-35aa-4ef4-88b5-1f7b96e84a17,,,,,{8233a4a0-df35-415b-b905-0a2ebb9b7774},Monterey_County,5/16/2019 8:30:00 AM,,,-121.495310000261,35.9898900000597
3350,e1cd13bd-c0c8-438d-bedd-9d3630da73d1,INVESTIGATIVE,,Mobile_and_Responsive,0c7ed8c2-af25-4612-8aaf-82533b0d5e3d,,,,,{981cd1d2-35f3-4907-91ca-eef32c63f90c},Contra_Costa_Co_Sheriffs_SAR,2/1/2019 5:00:00 AM,,,-122.061619999982,37.9011999999036
3351,d94205bd-d201-4035-9123-babd12bbb054,GROUND_TEAM,,Mobile_and_Responsive,06d4de49-18a9-49f5-8ad7-81e994fc72cd,,,,,{1c593038-d68d-46b7-a996-55adceac84f4},Contra_Costa_Co_Sheriffs_SAR,2/12/2019 4:15:00 AM,,,-121.969039999601,37.7795099997493
3352,b2702f0f-59be-4a92-8595-a9a1bd906b05,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,d0078b9b-420b-4025-81fd-f06769e6d114,,,,,{1ada33a1-6045-499e-a5e1-5b27df1c3681},Contra_Costa_Co_Sheriffs_SAR,2/18/2019 2:15:00 PM,,,-120.539789999747,38.7730300003233
3353,7870f3c2-ac0b-4bc1-9149-dcc02b8bdf27,GROUND_TEAM,,Mobile_and_Responsive,5e8e1bd7-685e-4949-8cde-3f5448803778,,,,,{c17c0f25-127e-4dc0-86df-85fdf28f38f4},Contra_Costa_Co_Sheriffs_SAR,3/2/2019 12:15:00 PM,,,-123.873710000237,40.7016600001656
3354,a2c7a270-714e-4363-83e5-fcbcda731eb1,GROUND_TEAM,,Immobile_and_Unresponsive,68f1b874-a06a-4798-815d-311364ba470b,,,,,{d6d0ac23-efc4-47c4-879a-495e1e66675c},Contra_Costa_Co_Sheriffs_SAR,3/27/2019 2:15:00 PM,,,-121.820730000316,37.8407299998329
3355,17869eac-1ede-4d33-82ab-78017070256a,INVESTIGATIVE,,Mobile_and_Responsive,95cef4a7-d3f7-4836-88db-133daa24e942,,,,,{923bd5ba-7953-400c-96bb-138e2857018e},Contra_Costa_Co_Sheriffs_SAR,4/15/2019 12:30:00 PM,,,-121.600910000012,39.6686400002479
3356,3fcd4329-b0af-42dc-965c-39393bf832ce,OTHER,Subject located later in water,Immobile_and_Unresponsive,8b519cde-e837-422e-8772-132850a2849f,,,,,{bd7807ef-b17f-49bf-a385-e526f4c4a8db},Contra_Costa_Co_Sheriffs_SAR,6/14/2019 10:00:00 AM,,,-120.554070000389,38.2059099996846
3357,d72ad4ed-ea9b-454b-8f39-7fdff8a6c9a1,AIRCRAFT-FIXED_WING,,Immobile_and_Unresponsive,476757b6-9676-410c-8c81-0ebbcb4cffa3,,,,,{d69be42d-02ba-4c08-9547-6b59a343e584},Contra_Costa_Co_Sheriffs_SAR,6/18/2019 3:00:00 PM,,,-118.292369999735,36.5802100001523
